Country,Freedom2015,Freedom2016,Freedom2017,Freedom2018,Freedom2019,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,Generosity2015,Generosity2016,Generosity2017,Generosity2018,Generosity2019,Government_Corruption2015,Government_Corruption2016,Government_Corruption2017,Government_Corruption2018,Government_Corruption2019,Happiness_Score2015,Happiness_Score2016,Happiness_Score2017,Happiness_Score2018,Happiness_Score2019,Life_Expectancy2015,Life_Expectancy2016,Life_Expectancy2017,Life_Expectancy2018,Life_Expectancy2019,Social_Support2015,Social_Support2016,Social_Support2017,Social_Support2018,Social_Support2019,Happiness2015,Happiness2016,Happiness2017,Happiness2018,Happiness2019
Gabon,0.312328577,0.356,0.295,0.382,0.40577,1.198210239,1.036,1.057,0.308,0.7419,0.043785378,0.032,0.043,0.269,0.05547,0.076046787,0.052,0.055,0.167,0.38331,4.465000153,4.758,4.799,4.516,4.297,0.356578588,0.404,0.571,0.428,0.72926,1.155620217,1.164,1.183,0.939,0.38562,Happy,Happy,Happy,Happy,Happy
Gabon,0.356,0.295,0.382,0.40577,0.32461,1.036,1.057,0.308,0.7419,0.83792,0.032,0.043,0.269,0.05547,0.06786,0.052,0.055,0.167,0.38331,0.3188,4.758,4.799,4.516,4.297,4.252,0.404,0.571,0.428,0.72926,0.64035,1.164,1.183,0.939,0.38562,0.19249,Happy,Happy,Happy,Happy,Happy
Gabon,0.295,0.382,0.40577,0.32461,0.309410036,1.057,0.308,0.7419,0.83792,0.950612664,0.043,0.269,0.05547,0.06786,0.054008815,0.055,0.167,0.38331,0.3188,0.251666635,4.799,4.516,4.297,4.252,4.285999775,0.571,0.428,0.72926,0.64035,0.649546981,1.183,0.939,0.38562,0.19249,0.570614934,Happy,Happy,Happy,Happy,Happy
Gambia,0.382,0.40577,0.32461,0.309410036,0.375,0.308,0.7419,0.83792,0.950612664,0.853,0.269,0.05547,0.06786,0.054008815,0.038,0.167,0.38331,0.3188,0.251666635,0.215,4.516,4.297,4.252,4.285999775,4.34,0.428,0.72926,0.64035,0.649546981,0.643,0.939,0.38562,0.19249,0.570614934,0.592,Happy,Happy,Happy,Happy,Happy
Georgia,0.40577,0.32461,0.309410036,0.375,0.346,0.7419,0.83792,0.950612664,0.853,0.886,0.05547,0.06786,0.054008815,0.038,0.043,0.38331,0.3188,0.251666635,0.215,0.164,4.297,4.252,4.285999775,4.34,4.519,0.72926,0.64035,0.649546981,0.643,0.752,0.38562,0.19249,0.570614934,0.592,0.666,Happy,Happy,Happy,Happy,Happy
Georgia,0.32461,0.309410036,0.375,0.346,0.61477,0.83792,0.950612664,0.853,0.886,1.32792,0.06786,0.054008815,0.038,0.043,0.28214,0.3188,0.251666635,0.215,0.164,0.21843,4.252,4.285999775,4.34,4.519,6.75,0.64035,0.649546981,0.643,0.752,0.89186,0.19249,0.570614934,0.592,0.666,1.29937,Happy,Happy,Happy,Happy,Happy
Georgia,0.309410036,0.375,0.346,0.61477,0.53466,0.950612664,0.853,0.886,1.32792,1.44787,0.054008815,0.038,0.043,0.28214,0.30452,0.251666635,0.215,0.164,0.21843,0.28551,4.285999775,4.34,4.519,6.75,6.994,0.649546981,0.643,0.752,0.89186,0.81487,0.570614934,0.592,0.666,1.29937,1.09774,Happy,Happy,Happy,Happy,Happy
Georgia,0.375,0.346,0.61477,0.53466,0.562511384,0.853,0.886,1.32792,1.44787,1.487923384,0.038,0.043,0.28214,0.30452,0.33626917,0.215,0.164,0.21843,0.28551,0.276731938,4.34,4.519,6.75,6.994,6.951000214,0.643,0.752,0.89186,0.81487,0.798950732,0.592,0.666,1.29937,1.09774,1.472520351,Happy,Happy,Happy,Happy,Happy
Georgia,0.346,0.61477,0.53466,0.562511384,0.586,0.886,1.32792,1.44787,1.487923384,1.34,0.043,0.28214,0.30452,0.33626917,0.273,0.164,0.21843,0.28551,0.276731938,0.28,4.519,6.75,6.994,6.951000214,6.965,0.752,0.89186,0.81487,0.798950732,0.861,0.666,1.29937,1.09774,1.472520351,1.474,Happy,Happy,Happy,Happy,Happy
Germany,0.61477,0.53466,0.562511384,0.586,0.495,1.32792,1.44787,1.487923384,1.34,1.373,0.28214,0.30452,0.33626917,0.273,0.261,0.21843,0.28551,0.276731938,0.28,0.265,6.75,6.994,6.951000214,6.965,6.985,0.89186,0.81487,0.798950732,0.861,0.987,1.29937,1.09774,1.472520351,1.474,1.454,Happy,Happy,Happy,Happy,Happy
Germany,0.53466,0.562511384,0.586,0.495,0.42342,1.44787,1.487923384,1.34,1.373,0.54558,0.30452,0.33626917,0.273,0.261,0.23087,0.28551,0.276731938,0.28,0.265,0.04355,6.994,6.951000214,6.965,6.985,4.633,0.81487,0.798950732,0.861,0.987,0.40132,1.09774,1.472520351,1.474,1.454,0.67954,Happy,Happy,Happy,Happy,Happy
Germany,0.562511384,0.586,0.495,0.42342,0.40973,1.487923384,1.34,1.373,0.54558,0.63107,0.33626917,0.273,0.261,0.23087,0.21203,0.276731938,0.28,0.265,0.04355,0.0326,6.951000214,6.965,6.985,4.633,4.276,0.798950732,0.861,0.987,0.40132,0.29681,1.472520351,1.474,1.454,0.67954,0.49353,Happy,Happy,Happy,Happy,Happy
Germany,0.586,0.495,0.42342,0.40973,0.423026294,1.34,1.373,0.54558,0.63107,0.667224824,0.273,0.261,0.23087,0.21203,0.256923944,0.28,0.265,0.04355,0.0326,0.02533637,6.965,6.985,4.633,4.276,4.119999886,0.861,0.987,0.40132,0.29681,0.295637727,1.474,1.454,0.67954,0.49353,0.873664737,Happy,Happy,Happy,Happy,Happy
Germany,0.495,0.42342,0.40973,0.423026294,0.499,1.373,0.54558,0.63107,0.667224824,0.592,0.261,0.23087,0.21203,0.256923944,0.212,0.265,0.04355,0.0326,0.02533637,0.029,6.985,4.633,4.276,4.119999886,4.657,0.987,0.40132,0.29681,0.295637727,0.337,1.454,0.67954,0.49353,0.873664737,0.896,Happy,Happy,Happy,Happy,Happy
Ghana,0.42342,0.40973,0.423026294,0.499,0.381,0.54558,0.63107,0.667224824,0.592,0.611,0.23087,0.21203,0.256923944,0.212,0.245,0.04355,0.0326,0.02533637,0.029,0.04,4.633,4.276,4.119999886,4.657,4.996,0.40132,0.29681,0.295637727,0.337,0.486,0.67954,0.49353,0.873664737,0.896,0.868,Happy,Happy,Happy,Happy,Happy
Ghana,0.40973,0.423026294,0.499,0.381,0.07699,0.63107,0.667224824,0.592,0.611,1.15406,0.21203,0.256923944,0.212,0.245,0,0.0326,0.02533637,0.029,0.04,0.01397,4.276,4.119999886,4.657,4.996,4.857,0.29681,0.295637727,0.337,0.486,0.88213,0.49353,0.873664737,0.896,0.868,0.92933,Happy,Happy,Happy,Happy,Happy
Ghana,0.423026294,0.499,0.381,0.07699,0.05822,0.667224824,0.592,0.611,1.15406,1.24886,0.256923944,0.212,0.245,0,0,0.02533637,0.029,0.04,0.01397,0.04127,4.119999886,4.657,4.996,4.857,5.033,0.295637727,0.337,0.486,0.88213,0.80029,0.873664737,0.896,0.868,0.92933,0.75473,Happy,Happy,Happy,Happy,Happy
Ghana,0.499,0.381,0.07699,0.05822,0.095731251,0.592,0.611,1.15406,1.24886,1.289487481,0.212,0.245,0,0,0,0.029,0.04,0.01397,0.04127,0.043289777,4.657,4.996,4.857,5.033,5.227000237,0.337,0.486,0.88213,0.80029,0.810198903,0.896,0.868,0.92933,0.75473,1.239414573,Happy,Happy,Happy,Happy,Happy
Ghana,0.381,0.07699,0.05822,0.095731251,0.131,0.611,1.15406,1.24886,1.289487481,1.154,0.245,0,0,0,0,0.04,0.01397,0.04127,0.043289777,0.044,4.996,4.857,5.033,5.227000237,5.358,0.486,0.88213,0.80029,0.810198903,0.879,0.868,0.92933,0.75473,1.239414573,1.202,Happy,Happy,Happy,Happy,Happy
Greece,0.07699,0.05822,0.095731251,0.131,0.067,1.15406,1.24886,1.289487481,1.154,1.181,0,0,0,0,0,0.01397,0.04127,0.043289777,0.044,0.034,4.857,5.033,5.227000237,5.358,5.287,0.88213,0.80029,0.810198903,0.879,0.999,0.92933,0.75473,1.239414573,1.202,1.156,Happy,Happy,Happy,Happy,Happy
Greece,0.05822,0.095731251,0.131,0.067,0.57733,1.24886,1.289487481,1.154,1.181,0.74553,0,0,0,0,0.27489,0.04127,0.043289777,0.044,0.034,0.09472,5.033,5.227000237,5.358,5.287,6.123,0.80029,0.810198903,0.879,0.999,0.64425,0.75473,1.239414573,1.202,1.156,1.04356,Happy,Happy,Happy,Happy,Happy
Greece,0.095731251,0.131,0.067,0.57733,0.50379,1.289487481,1.154,1.181,0.74553,0.83454,0,0,0,0.27489,0.28808,0.043289777,0.044,0.034,0.09472,0.08701,5.227000237,5.358,5.287,6.123,6.324,0.810198903,0.879,0.999,0.64425,0.54039,1.239414573,1.202,1.156,1.04356,0.87119,Happy,Happy,Happy,Happy,Happy
Greece,0.131,0.067,0.57733,0.50379,0.531310618,1.154,1.181,0.74553,0.83454,0.872001946,0,0,0.27489,0.28808,0.283488393,0.044,0.034,0.09472,0.08701,0.077223279,5.358,5.287,6.123,6.324,6.453999996,0.879,0.999,0.64425,0.54039,0.54023999,1.202,1.156,1.04356,0.87119,1.255585194,Happy,Happy,Happy,Happy,Happy
Greece,0.067,0.57733,0.50379,0.531310618,0.604,1.181,0.74553,0.83454,0.872001946,0.781,0,0.27489,0.28808,0.283488393,0.179,0.034,0.09472,0.08701,0.077223279,0.071,5.287,6.123,6.324,6.453999996,6.382,0.999,0.64425,0.54039,0.54023999,0.608,1.156,1.04356,0.87119,1.255585194,1.268,Happy,Happy,Happy,Happy,Happy
Guatemala,0.57733,0.50379,0.531310618,0.604,0.535,0.74553,0.83454,0.872001946,0.781,0.8,0.27489,0.28808,0.283488393,0.179,0.175,0.09472,0.08701,0.077223279,0.071,0.078,6.123,6.324,6.453999996,6.382,6.436,0.64425,0.54039,0.54023999,0.608,0.746,1.04356,0.87119,1.255585194,1.268,1.269,Happy,Happy,Happy,Happy,Happy
Guatemala,0.50379,0.531310618,0.604,0.535,0.37725,0.83454,0.872001946,0.781,0.8,0.17417,0.28808,0.283488393,0.179,0.175,0.28657,0.08701,0.077223279,0.071,0.078,0.12139,6.324,6.453999996,6.382,6.436,3.656,0.54039,0.54023999,0.608,0.746,0.24009,0.87119,1.255585194,1.268,1.269,0.46475,Happy,Happy,Happy,Happy,NotHappy
Guatemala,0.531310618,0.604,0.535,0.37725,0.30953,0.872001946,0.781,0.8,0.17417,0.22415,0.283488393,0.179,0.175,0.28657,0.29914,0.077223279,0.071,0.078,0.12139,0.1192,6.453999996,6.382,6.436,3.656,3.607,0.54023999,0.608,0.746,0.24009,0.18829,1.255585194,1.268,1.269,0.46475,0.3109,Happy,Happy,Happy,NotHappy,NotHappy
Guatemala,0.604,0.535,0.37725,0.30953,0.348587513,0.781,0.8,0.17417,0.22415,0.24454993,0.179,0.175,0.28657,0.29914,0.264815092,0.071,0.078,0.12139,0.1192,0.110937618,6.382,6.436,3.656,3.607,3.506999969,0.608,0.746,0.24009,0.18829,0.194129139,1.268,1.269,0.46475,0.3109,0.791244686,Happy,Happy,NotHappy,NotHappy,NotHappy
Guatemala,0.535,0.37725,0.30953,0.348587513,0.394,0.8,0.17417,0.22415,0.24454993,0.344,0.175,0.28657,0.29914,0.264815092,0.185,0.078,0.12139,0.1192,0.110937618,0.094,6.436,3.656,3.607,3.506999969,3.964,0.746,0.24009,0.18829,0.194129139,0.211,1.269,0.46475,0.3109,0.791244686,0.792,Happy,NotHappy,NotHappy,NotHappy,NotHappy
Guinea,0.37725,0.30953,0.348587513,0.394,0.332,0.17417,0.22415,0.24454993,0.344,0.38,0.28657,0.29914,0.264815092,0.185,0.207,0.12139,0.1192,0.110937618,0.094,0.086,3.656,3.607,3.506999969,3.964,4.534,0.24009,0.18829,0.194129139,0.211,0.375,0.46475,0.3109,0.791244686,0.792,0.829,NotHappy,NotHappy,NotHappy,NotHappy,Happy
Guinea,0.30953,0.348587513,0.394,0.332,0.24425,0.22415,0.24454993,0.344,0.38,0.26673,0.29914,0.264815092,0.185,0.207,0.46187,0.1192,0.110937618,0.094,0.086,0.17175,3.607,3.506999969,3.964,4.534,4.518,0.18829,0.194129139,0.211,0.375,0.38847,0.3109,0.791244686,0.792,0.829,0.74302,NotHappy,NotHappy,NotHappy,Happy,Happy
Guinea,0.348587513,0.394,0.332,0.24425,0.12072,0.24454993,0.344,0.38,0.26673,0.34097,0.264815092,0.185,0.207,0.46187,0.47958,0.110937618,0.094,0.086,0.17175,0.14476,3.506999969,3.964,4.534,4.518,4.028,0.194129139,0.211,0.375,0.38847,0.27494,0.791244686,0.792,0.829,0.74302,0.29561,NotHappy,NotHappy,Happy,Happy,Happy
Guinea,0.394,0.332,0.24425,0.12072,0.030369857,0.344,0.38,0.26673,0.34097,0.368610263,0.185,0.207,0.46187,0.47958,0.489203781,0.094,0.086,0.17175,0.14476,0.09987215,3.964,4.534,4.518,4.028,3.602999926,0.211,0.375,0.38847,0.27494,0.27732113,0.792,0.829,0.74302,0.29561,0.640449822,NotHappy,Happy,Happy,Happy,NotHappy
Guinea,0.332,0.24425,0.12072,0.030369857,0.025,0.38,0.26673,0.34097,0.368610263,0.315,0.207,0.46187,0.47958,0.489203781,0.392,0.086,0.17175,0.14476,0.09987215,0.104,4.534,4.518,4.028,3.602999926,3.582,0.375,0.38847,0.27494,0.27732113,0.289,0.829,0.74302,0.29561,0.640449822,0.714,Happy,Happy,Happy,NotHappy,NotHappy
Haiti,0.24425,0.12072,0.030369857,0.025,0.026,0.26673,0.34097,0.368610263,0.315,0.323,0.46187,0.47958,0.489203781,0.392,0.419,0.17175,0.14476,0.09987215,0.104,0.11,4.518,4.028,3.602999926,3.582,3.597,0.38847,0.27494,0.27732113,0.289,0.449,0.74302,0.29561,0.640449822,0.714,0.688,Happy,Happy,NotHappy,NotHappy,NotHappy
Haiti,0.12072,0.030369857,0.025,0.026,0.40148,0.34097,0.368610263,0.315,0.323,0.59532,0.47958,0.489203781,0.392,0.419,0.23027,0.14476,0.09987215,0.104,0.11,0.06825,4.028,3.602999926,3.582,3.597,4.788,0.27494,0.27732113,0.289,0.449,0.6951,0.29561,0.640449822,0.714,0.688,0.95348,Happy,NotHappy,NotHappy,NotHappy,Happy
Haiti,0.030369857,0.025,0.026,0.40148,0.26755,0.368610263,0.315,0.323,0.59532,0.69429,0.489203781,0.392,0.419,0.23027,0.2044,0.09987215,0.104,0.11,0.06825,0.06906,3.602999926,3.582,3.597,4.788,4.871,0.27732113,0.289,0.449,0.6951,0.58383,0.640449822,0.714,0.688,0.95348,0.75596,NotHappy,NotHappy,NotHappy,Happy,Happy
Haiti,0.025,0.026,0.40148,0.26755,0.34807986,0.315,0.323,0.59532,0.69429,0.730573118,0.392,0.419,0.23027,0.2044,0.236188874,0.104,0.11,0.06825,0.06906,0.073345453,3.582,3.597,4.788,4.871,5.181000233,0.289,0.449,0.6951,0.58383,0.58256948,0.714,0.688,0.95348,0.75596,1.143944979,NotHappy,NotHappy,Happy,Happy,Happy
Haiti,0.026,0.40148,0.26755,0.34807986,0.459,0.323,0.59532,0.69429,0.730573118,0.62,0.419,0.23027,0.2044,0.236188874,0.197,0.11,0.06825,0.06906,0.073345453,0.074,3.597,4.788,4.871,5.181000233,5.504,0.449,0.6951,0.58383,0.58256948,0.622,0.688,0.95348,0.75596,1.143944979,1.205,NotHappy,Happy,Happy,Happy,Happy
Honduras,0.40148,0.26755,0.34807986,0.459,0.507,0.59532,0.69429,0.730573118,0.62,0.642,0.23027,0.2044,0.236188874,0.197,0.246,0.06825,0.06906,0.073345453,0.074,0.078,4.788,4.871,5.181000233,5.504,5.86,0.6951,0.58383,0.58256948,0.622,0.828,0.95348,0.75596,1.143944979,1.205,1.236,Happy,Happy,Happy,Happy,Happy
Honduras,0.26755,0.34807986,0.459,0.507,0.59608,0.69429,0.730573118,0.62,0.642,1.38604,0.2044,0.236188874,0.197,0.246,0.39478,0.06906,0.073345453,0.074,0.078,0.37124,4.871,5.181000233,5.504,5.86,5.474,0.58383,0.58256948,0.622,0.828,1.01328,0.75596,1.143944979,1.205,1.236,1.05818,Happy,Happy,Happy,Happy,Happy
Honduras,0.34807986,0.459,0.507,0.59608,0.48079,0.730573118,0.62,0.642,1.38604,1.5107,0.236188874,0.197,0.246,0.39478,0.40097,0.073345453,0.074,0.078,0.37124,0.31647,5.181000233,5.504,5.86,5.474,5.458,0.58256948,0.622,0.828,1.01328,0.95277,1.143944979,1.205,1.236,1.05818,0.87021,Happy,Happy,Happy,Happy,Happy
Honduras,0.459,0.507,0.59608,0.48079,0.524,0.62,0.642,1.38604,1.5107,1.405,0.197,0.246,0.39478,0.40097,0.246,0.074,0.078,0.37124,0.31647,0.291,5.504,5.86,5.474,5.458,5.43,0.622,0.828,1.01328,0.95277,1.03,1.205,1.236,1.05818,0.87021,1.29,Happy,Happy,Happy,Happy,Happy
Honduras,0.507,0.59608,0.48079,0.524,0.44,0.642,1.38604,1.5107,1.405,1.438,0.246,0.39478,0.40097,0.246,0.258,0.078,0.37124,0.31647,0.291,0.287,5.86,5.474,5.458,5.43,5.43,0.828,1.01328,0.95277,1.03,1.122,1.236,1.05818,0.87021,1.29,1.277,Happy,Happy,Happy,Happy,Happy
Hong Kong,0.59608,0.48079,0.524,0.44,0.490968645,1.38604,1.5107,1.405,1.438,1.551674843,0.39478,0.40097,0.246,0.258,0.374465793,0.37124,0.31647,0.291,0.287,0.293933749,5.474,5.458,5.43,5.43,5.472000122,1.01328,0.95277,1.03,1.122,0.943062425,1.05818,0.87021,1.29,1.277,1.262790918,Happy,Happy,Happy,Happy,Happy
Hong Kong,0.48079,0.524,0.44,0.490968645,0.32112,1.5107,1.405,1.438,1.551674843,1.12094,0.40097,0.246,0.258,0.374465793,0.128,0.31647,0.291,0.287,0.293933749,0.02758,5.458,5.43,5.43,5.472000122,4.8,0.95277,1.03,1.122,0.943062425,0.75905,0.87021,1.29,1.277,1.262790918,1.20215,Happy,Happy,Happy,Happy,Happy
Hong Kong,0.524,0.44,0.490968645,0.32112,0.1977,1.405,1.438,1.551674843,1.12094,1.24142,0.246,0.258,0.374465793,0.128,0.099,0.291,0.287,0.293933749,0.02758,0.04472,5.43,5.43,5.472000122,4.8,5.145,1.03,1.122,0.943062425,0.75905,0.67608,1.29,1.277,1.262790918,1.20215,0.93164,Happy,Happy,Happy,Happy,Happy
Hong Kong,0.44,0.490968645,0.32112,0.1977,0.175863519,1.438,1.551674843,1.12094,1.24142,1.286011934,0.258,0.374465793,0.128,0.099,0.078401662,0.287,0.293933749,0.02758,0.04472,0.036636937,5.43,5.472000122,4.8,5.145,5.323999882,1.122,0.943062425,0.75905,0.67608,0.687763453,1.277,1.262790918,1.20215,0.93164,1.343133092,Happy,Happy,Happy,Happy,Happy
"Hong Kong S.A.R., China",0.490968645,0.32112,0.1977,0.175863519,0.259,1.551674843,1.12094,1.24142,1.286011934,1.171,0.374465793,0.128,0.099,0.078401662,0.061,0.293933749,0.02758,0.04472,0.036636937,0.022,5.472000122,4.8,5.145,5.323999882,5.62,0.943062425,0.75905,0.67608,0.687763453,0.732,1.262790918,1.20215,0.93164,1.343133092,1.401,Happy,Happy,Happy,Happy,Happy
Hungary,0.32112,0.1977,0.175863519,0.259,0.199,1.12094,1.24142,1.286011934,1.171,1.201,0.128,0.099,0.078401662,0.061,0.081,0.02758,0.04472,0.036636937,0.022,0.02,4.8,5.145,5.323999882,5.62,5.758,0.75905,0.67608,0.687763453,0.732,0.828,1.20215,0.93164,1.343133092,1.401,1.41,Happy,Happy,Happy,Happy,Happy
Hungary,0.1977,0.175863519,0.259,0.199,0.62877,1.24142,1.286011934,1.171,1.201,1.30232,0.099,0.078401662,0.061,0.081,0.4363,0.04472,0.036636937,0.022,0.02,0.14145,5.145,5.323999882,5.62,5.758,7.561,0.67608,0.687763453,0.732,0.828,0.94784,0.93164,1.343133092,1.401,1.41,1.40223,Happy,Happy,Happy,Happy,Happy
Hungary,0.175863519,0.259,0.199,0.62877,0.56624,1.286011934,1.171,1.201,1.30232,1.42666,0.078401662,0.061,0.081,0.4363,0.47678,0.036636937,0.022,0.02,0.14145,0.14975,5.323999882,5.62,5.758,7.561,7.501,0.687763453,0.732,0.828,0.94784,0.86733,1.343133092,1.401,1.41,1.40223,1.18326,Happy,Happy,Happy,Happy,Happy
Hungary,0.259,0.199,0.62877,0.56624,0.627162635,1.171,1.201,1.30232,1.42666,1.48063302,0.061,0.081,0.4363,0.47678,0.475540221,0.022,0.02,0.14145,0.14975,0.153526559,5.62,5.758,7.561,7.501,7.504000187,0.732,0.828,0.94784,0.86733,0.833552122,1.401,1.41,1.40223,1.18326,1.610574007,Happy,Happy,Happy,Happy,Happy
Hungary,0.199,0.62877,0.56624,0.627162635,0.677,1.201,1.30232,1.42666,1.48063302,1.343,0.081,0.4363,0.47678,0.475540221,0.353,0.02,0.14145,0.14975,0.153526559,0.138,5.758,7.561,7.501,7.504000187,7.495,0.828,0.94784,0.86733,0.833552122,0.914,1.41,1.40223,1.18326,1.610574007,1.644,Happy,Happy,Happy,Happy,Happy
Iceland,0.62877,0.56624,0.627162635,0.677,0.591,1.30232,1.42666,1.48063302,1.343,1.38,0.4363,0.47678,0.475540221,0.353,0.354,0.14145,0.14975,0.153526559,0.138,0.118,7.561,7.501,7.504000187,7.495,7.494,0.94784,0.86733,0.833552122,0.914,1.026,1.40223,1.18326,1.610574007,1.644,1.624,Happy,Happy,Happy,Happy,Happy
Iceland,0.56624,0.627162635,0.677,0.591,0.39786,1.42666,1.48063302,1.343,1.38,0.64499,0.47678,0.475540221,0.353,0.354,0.26475,0.14975,0.153526559,0.138,0.118,0.08492,7.501,7.504000187,7.495,7.494,4.565,0.86733,0.833552122,0.914,1.026,0.51529,1.18326,1.610574007,1.644,1.624,0.38174,Happy,Happy,Happy,Happy,Happy
Iceland,0.627162635,0.677,0.591,0.39786,0.40285,1.48063302,1.343,1.38,0.64499,0.74036,0.475540221,0.353,0.354,0.26475,0.25028,0.153526559,0.138,0.118,0.08492,0.08722,7.504000187,7.495,7.494,4.565,4.404,0.833552122,0.914,1.026,0.51529,0.45091,1.610574007,1.644,1.624,0.38174,0.29247,Happy,Happy,Happy,Happy,Happy
Iceland,0.677,0.591,0.39786,0.40285,0.469987005,1.343,1.38,0.64499,0.74036,0.792221248,0.353,0.354,0.26475,0.25028,0.231538489,0.138,0.118,0.08492,0.08722,0.092226885,7.495,7.494,4.565,4.404,4.315000057,0.914,1.026,0.51529,0.45091,0.455427617,1.644,1.624,0.38174,0.29247,0.754372597,Happy,Happy,Happy,Happy,Happy
Iceland,0.591,0.39786,0.40285,0.469987005,0.539,1.38,0.64499,0.74036,0.792221248,0.721,0.354,0.26475,0.25028,0.231538489,0.172,0.118,0.08492,0.08722,0.092226885,0.093,7.494,4.565,4.404,4.315000057,4.19,1.026,0.51529,0.45091,0.455427617,0.485,1.624,0.38174,0.29247,0.754372597,0.747,Happy,Happy,Happy,Happy,Happy
India,0.39786,0.40285,0.469987005,0.539,0.498,0.64499,0.74036,0.792221248,0.721,0.755,0.26475,0.25028,0.231538489,0.172,0.2,0.08492,0.08722,0.092226885,0.093,0.085,4.565,4.404,4.315000057,4.19,4.015,0.51529,0.45091,0.455427617,0.485,0.588,0.38174,0.29247,0.754372597,0.747,0.765,Happy,Happy,Happy,Happy,Happy
India,0.40285,0.469987005,0.539,0.498,0.46611,0.74036,0.792221248,0.721,0.755,0.82827,0.25028,0.231538489,0.172,0.2,0.51535,0.08722,0.092226885,0.093,0.085,0,4.404,4.315000057,4.19,4.015,5.399,0.45091,0.455427617,0.485,0.588,0.63793,0.29247,0.754372597,0.747,0.765,1.08708,Happy,Happy,Happy,Happy,Happy
India,0.469987005,0.539,0.498,0.46611,0.39237,0.792221248,0.721,0.755,0.82827,0.95104,0.231538489,0.172,0.2,0.51535,0.56521,0.092226885,0.093,0.085,0,0.00322,4.315000057,4.19,4.015,5.399,5.314,0.455427617,0.485,0.588,0.63793,0.49374,0.754372597,0.747,0.765,1.08708,0.87625,Happy,Happy,Happy,Happy,Happy
India,0.539,0.498,0.46611,0.39237,0.443323463,0.721,0.755,0.82827,0.95104,0.995538592,0.172,0.2,0.51535,0.56521,0.611704588,0.093,0.085,0,0.00322,0.015317135,4.19,4.015,5.399,5.314,5.262000084,0.485,0.588,0.63793,0.49374,0.492345721,0.747,0.765,1.08708,0.87625,1.274444699,Happy,Happy,Happy,Happy,Happy
India,0.498,0.46611,0.39237,0.443323463,0.538,0.755,0.82827,0.95104,0.995538592,0.899,0.2,0.51535,0.56521,0.611704588,0.484,0.085,0,0.00322,0.015317135,0.018,4.015,5.399,5.314,5.262000084,5.093,0.588,0.63793,0.49374,0.492345721,0.522,0.765,1.08708,0.87625,1.274444699,1.215,Happy,Happy,Happy,Happy,Happy
Indonesia,0.46611,0.39237,0.443323463,0.538,0.491,0.82827,0.95104,0.995538592,0.899,0.931,0.51535,0.56521,0.611704588,0.484,0.498,0,0.00322,0.015317135,0.018,0.028,5.399,5.314,5.262000084,5.093,5.192,0.63793,0.49374,0.492345721,0.522,0.66,1.08708,0.87625,1.274444699,1.215,1.203,Happy,Happy,Happy,Happy,Happy
Indonesia,0.39237,0.443323463,0.538,0.491,0.30033,0.95104,0.995538592,0.899,0.931,1.0088,0.56521,0.611704588,0.484,0.498,0.38086,0.00322,0.015317135,0.018,0.028,0.05863,5.314,5.262000084,5.093,5.192,4.686,0.49374,0.492345721,0.522,0.66,0.69805,0.87625,1.274444699,1.215,1.203,0.54447,Happy,Happy,Happy,Happy,Happy
Indonesia,0.443323463,0.538,0.491,0.30033,0.22544,0.995538592,0.899,0.931,1.0088,1.11758,0.611704588,0.484,0.498,0.38086,0.38538,0.015317135,0.018,0.028,0.05863,0.0557,5.262000084,5.093,5.192,4.686,4.813,0.492345721,0.522,0.66,0.69805,0.64232,1.274444699,1.215,1.203,0.54447,0.38857,Happy,Happy,Happy,Happy,Happy
Indonesia,0.538,0.491,0.30033,0.22544,0.249322608,0.899,0.931,1.0088,1.11758,1.156873107,0.484,0.498,0.38086,0.38538,0.387242913,0.018,0.028,0.05863,0.0557,0.048761073,5.093,5.192,4.686,4.813,4.691999912,0.522,0.66,0.69805,0.64232,0.639333189,1.215,1.203,0.54447,0.38857,0.711551249,Happy,Happy,Happy,Happy,Happy
Indonesia,0.491,0.30033,0.22544,0.249322608,0.459,0.931,1.0088,1.11758,1.156873107,1.059,0.498,0.38086,0.38538,0.387242913,0.282,0.028,0.05863,0.0557,0.048761073,0.129,5.192,4.686,4.813,4.691999912,4.707,0.66,0.69805,0.64232,0.639333189,0.691,1.203,0.54447,0.38857,0.711551249,0.771,Happy,Happy,Happy,Happy,Happy
Iran,0.30033,0.22544,0.249322608,0.459,0.305,1.0088,1.11758,1.156873107,1.059,1.1,0.38086,0.38538,0.387242913,0.282,0.27,0.05863,0.0557,0.048761073,0.129,0.125,4.686,4.813,4.691999912,4.707,4.548,0.69805,0.64232,0.639333189,0.691,0.785,0.54447,0.38857,0.711551249,0.771,0.842,Happy,Happy,Happy,Happy,Happy
Iran,0.22544,0.249322608,0.459,0.305,0,1.11758,1.156873107,1.059,1.1,0.98549,0.38538,0.387242913,0.282,0.27,0.17922,0.0557,0.048761073,0.129,0.125,0.13788,4.813,4.691999912,4.707,4.548,4.677,0.64232,0.639333189,0.691,0.785,0.60237,0.38857,0.711551249,0.771,0.842,0.81889,Happy,Happy,Happy,Happy,Happy
